UNIQUE,ID,Name,Description,Sc_Beckmann2015,Sc_Kramer2014,Sc_Kramer2014_4sU,Sc_Matia-Gonzalez2015,Sc_Mitchell2012,Sc_Scherrer2010,Sc_Tsvetanova2010_Array,Sc_Tsvetanova2010_MS,Enzyme,Metabolism,Metabolic.Enzyme
RFC4,YOL094C,RFC4,Subunit of heteropentameric Replication factor C (RF-C); which is a DNA binding protein and ATPase that acts as a clamp loader of the proliferating cell nuclear antigen (PCNA) processivity factor for DNA polymerases delta and epsilon; relocalizes to the cytosol in response to hypoxia,no,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
RFS1,YBR052C,RFS1,"Protein of unknown function; member of a flavodoxin-like fold protein family that includes Pst2p and Ycp4p; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern; RFS1 has a paralog, PST2, that arose from the whole genome duplication",no,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
RGC1,YPR115W,RGC1,"Pleckstrin homology domain containing protein; proposed to function as a glycerol channel activator; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; RGC1 has a paralog, ASK10, that arose from the whole genome duplication",YES,no,no,no,no,no,no,no,FALSE,FALSE,FALSE
RHO1,YPR165W,RHO1,"GTP-binding protein of the rho subfamily of Ras-like proteins; involved in establishment of cell polarity; regulates protein kinase C (Pkc1p) and the cell wall synthesizing enzyme 1,3-beta-glucan synthase (Fks1p and Gsc2p)",no,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
RHO3,YIL118W,RHO3,Non-essential small GTPase of the Rho/Rac family of Ras-like proteins; involved in the establishment of cell polarity; GTPase activity positively regulated by the GTPase activating protein (GAP) Rgd1p,no,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
RHO5,YNL180C,RHO5,Non-essential small GTPase of the Rho/Rac family of Ras-like proteins; regulated by phosphorylation and ubiquitination; likely involved in protein kinase C (Pkc1p)-dependent signal transduction pathway that controls cell integrity,no,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
RIB2,YOL066C,RIB2,"Bifunctional DRAP deaminase tRNA:pseudouridine synthase; the deaminase catalyzes the third step in riboflavin biosynthesis and the synthase catalyzes formation of pseudouridine at position 32 in cytoplasmic tRNAs; RIB2 has a paralog, PUS9, that arose from the whole genome duplication",no,no,no,no,no,YES,no,no,TRUE,FALSE,FALSE
RIM1,YCR028C-A,RIM1,ssDNA-binding protein essential for mitochondrial genome maintenance; involved in mitochondrial DNA replication,YES,no,no,YES,no,YES,no,no,FALSE,FALSE,FALSE
RIO1,YOR119C,RIO1,Serine kinase involved in cell cycling and pre-rRNA processing; associated with late pre-40S particles via its conserved C-terminal domain and participates in late 40S biogenesis; association with pre-40S particles regulated by its catalytic ATPase site and likely occurs after the release of Rio2p from these particles; involved in cell cycle progression and processing of the 20S pre-rRNA into mature 18S rRNA; essential gene,YES,no,no,no,no,no,no,no,TRUE,FALSE,FALSE
RIO2,YNL207W,RIO2,Essential serine kinase involved in the processing of 20S pre-rRNA; involved in the processing of the 20S pre-rRNA into mature 18S rRNA; has similarity to Rio1p,YES,no,no,no,no,no,no,no,TRUE,FALSE,FALSE
RIX7,YLL034C,RIX7,"Putative ATPase of the AAA family; required for export of pre-ribosomal large subunits from the nucleus; distributed between the nucleolus, nucleoplasm, and nuclear periphery depending on growth conditions",YES,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
RLI1,YDR091C,RLI1,"Essential Fe-S protein; required for ribosome biogenesis, translation initiation/termination; facilitates binding of multifactor complex (MFC) of initiation factors to small ribosomal subunit; Dom34-Hbs1 complex and Rli1p work in dissociating inactive ribosomes, thereby facilitating translation restart; forms complex with Lto1p and Yae1p; dependency on ROS-labile FeS clusters, activity in nuclear ribosomal-subunit export impaired by mild oxidative stress",YES,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
RLP24,YLR009W,RLP24,"Essential protein required for ribosomal large subunit biogenesis; associated with pre-60S ribosomal subunits; stimulates the ATPase activity of Afg2p, which is required for release of Rlp24p from the pre-60S particle; has similarity to Rpl24Ap and Rpl24Bp",no,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
RLP7,YNL002C,RLP7,Nucleolar protein similar to large ribosomal subunit L7 proteins; constituent of 66S pre-ribosomal particles; plays an essential role in processing of precursors to the large ribosomal subunit RNAs; binds junction of ITS2 and ITS2-proximal stem between the 3' end of 5.8S rRNA and the 5' end of 25S rRNA,YES,YES,no,YES,YES,no,no,no,FALSE,FALSE,FALSE
RMA1,YKL132C,RMA1,"Putative dihydrofolate synthetase; similar to E. coli folylpolyglutamate synthetase/dihydrofolate synthetase; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; RMA1 has a paralog, FOL3, that arose from the whole genome duplication",no,no,no,no,no,YES,no,no,TRUE,FALSE,FALSE
RMD9,YGL107C,RMD9,"Mitochondrial protein required for respiratory growth; mutant phenotype and genetic interactions suggest a role in delivering mt mRNAs to ribosomes; located on matrix face of the inner membrane and loosely associated with mitoribosomes; RMD9 has a paralog, YBR238C, that arose from the whole genome duplication",YES,no,no,no,YES,no,no,no,FALSE,FALSE,FALSE
RME1,YGR044C,RME1,Zinc finger protein involved in control of meiosis; prevents meiosis by repressing IME1 expression and promotes mitosis by activating CLN2 expression; directly repressed by a1-alpha2 regulator; mediates cell type control of sporulation; relocalizes from nucleus to cytoplasm upon DNA replication stress,YES,no,no,no,no,no,no,no,FALSE,FALSE,FALSE
RNA1,YMR235C,RNA1,GTPase activating protein (GAP) for Gsp1p; involved in nuclear transport,no,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
RNA14,YMR061W,RNA14,"Component of the cleavage and polyadenylation factor I (CF I); CF 1, composed of the CF 1A complex (Rna14p, Rna15p, Clp1p, Pcf11p) and Hrp1, is involved in cleavage and polyadenylation of mRNA 3' ends; bridges interaction between Rna15p and Hrp1p in the CF I complex; mutant displays reduced transcription elongation in the G-less-based run-on (GLRO) assay; required for gene looping and maintenance of genome stability; relocalizes to the cytosol in response to hypoxia",no,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
RNR1,YER070W,RNR1,"Major isoform of large subunit of ribonucleotide-diphosphate reductase; the RNR complex catalyzes rate-limiting step in dNTP synthesis, regulated by DNA replication and DNA damage checkpoint pathways via localization of small subunits; relative distribution to the nucleus increases upon DNA replication stress; RNR1 has a paralog, RNR3, that arose from the whole genome duplication",no,no,no,YES,no,no,no,no,TRUE,FALSE,FALSE
RNR2,YJL026W,RNR2,"Ribonucleotide-diphosphate reductase (RNR), small subunit; the RNR complex catalyzes the rate-limiting step in dNTP synthesis and is regulated by DNA replication and DNA damage checkpoint pathways via localization of the small subunits; RNR2 has a paralog, RNR4, that arose from the whole genome duplication",no,no,no,YES,no,no,no,no,TRUE,TRUE,TRUE
RNR3,YIL066C,RNR3,"Minor isoform of large subunit of ribonucleotide-diphosphate reductase; the RNR complex catalyzes rate-limiting step in dNTP synthesis, regulated by DNA replication and DNA damage checkpoint pathways via localization of small subunits; RNR3 has a paralog, RNR1, that arose from the whole genome duplication",no,no,no,YES,no,no,no,no,TRUE,TRUE,TRUE
RNR4,YGR180C,RNR4,"Ribonucleotide-diphosphate reductase (RNR) small subunit; the RNR complex catalyzes the rate-limiting step in dNTP synthesis and is regulated by DNA replication and DNA damage checkpoint pathways via localization of the small subunits; relocalizes from nucleus to cytoplasm upon DNA replication stress; RNR4 has a paralog, RNR2, that arose from the whole genome duplication",no,no,no,YES,no,no,no,no,TRUE,FALSE,FALSE
RNY1,YPL123C,RNY1,Vacuolar RNase of the T(2) family; relocalizes to the cytosol where it cleaves tRNAs upon oxidative or stationary phase stress; promotes apoptosis under stress conditions and this function is independent of its catalytic activity,no,no,no,no,no,YES,no,no,TRUE,FALSE,FALSE
ROM2,YLR371W,ROM2,"GDP/GTP exchange factor (GEF) for Rho1p and Rho2p; mutations are synthetically lethal with mutations in rom1, which also encodes a GEF; Rom2p localization to the bud surface is dependent on Ack1p; ROM2 has a paralog, ROM1, that arose from the whole genome duplication",YES,no,no,no,no,no,no,no,FALSE,FALSE,FALSE
RPA12,YJR063W,RPA12,"RNA polymerase I subunit A12.2; contains two zinc binding domains, and the N terminal domain is responsible for anchoring to the RNA pol I complex",no,no,no,no,no,YES,no,no,FALSE,FALSE,FALSE
RPA135,YPR010C,RPA135,RNA polymerase I second largest subunit A135,no,no,no,YES,no,no,no,no,TRUE,FALSE,FALSE
RPA190,YOR341W,RPA190,RNA polymerase I largest subunit A190,no,no,no,YES,no,no,no,no,TRUE,FALSE,FALSE
RPB2,YOR151C,RPB2,RNA polymerase II second largest subunit B150; part of central core; similar to bacterial beta subunit,YES,no,no,YES,YES,no,no,no,TRUE,FALSE,FALSE
RPB3,YIL021W,RPB3,RNA polymerase II third largest subunit B44; part of central core; similar to prokaryotic alpha subunit,no,no,no,no,no,no,no,YES,FALSE,FALSE,FALSE
RPC19,YNL113W,RPC19,RNA polymerase subunit AC19; common to RNA polymerases I and III,no,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
RPC40,YPR110C,RPC40,RNA polymerase subunit AC40; common to RNA polymerase I and III,no,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
RPF1,YHR088W,RPF1,"Protein involved in assembly and export of the large ribosomal subunit; nucleolar protein; constituent of 66S pre-ribosomal particles; contains a sigma(70)-like motif, which is thought to bind RNA",YES,no,no,no,no,no,no,no,FALSE,FALSE,FALSE
RPF2,YKR081C,RPF2,Essential protein involved in rRNA maturation and ribosomal assembly; involved in the processing of pre-rRNA and the assembly of the 60S ribosomal subunit; interacts with ribosomal protein L11; localizes predominantly to the nucleolus; constituent of 66S pre-ribosomal particles,YES,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
RPG1,YBR079C,RPG1,eIF3a subunit of the eukaryotic translation initiation factor 3 (eIF3); subunit of the core complex of eIF3; essential for translation; part of a Prt1p-Rpg1p-Nip1p subcomplex that stimulates binding of mRNA and tRNA(i)Met to ribosomes; involved in translation reinitiation,YES,no,no,YES,YES,no,no,no,FALSE,FALSE,FALSE
RPI1,YIL119C,RPI1,"Transcription factor, allelic differences between S288C and Sigma1278b; mediates fermentation stress tolerance by modulating cell wall integrity; overexpression suppresses heat shock sensitivity of wild-type RAS2 overexpression and also suppresses cell lysis defect of mpk1 mutation; allele from S288c can confer fMAPK pathway independent transcription of FLO11; S288C and Sigma1278b alleles differ in number of tandem repeats within ORF",YES,no,no,no,no,no,no,no,FALSE,FALSE,FALSE
RPL10,YLR075W,RPL10,Ribosomal 60S subunit protein L10; responsible for joining the 40S and 60S subunits; regulates translation initiation; similar to members of the QM gene family; homologous to mammalian ribosomal protein L10 and bacterial L16; protein abundance increases in response to DNA replication stress; mutations in the human ortholog are associated with development of T-cell acute lymphoblastic leukemia and similar changes in the yeast gene result in ribosome biogenesis defects,YES,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
RPL11A,YPR102C,RPL11A,"Ribosomal 60S subunit protein L11A; expressed at twice the level of Rpl11Bp; involved in ribosomal assembly; depletion causes degradation of 60S proteins and RNA; homologous to mammalian ribosomal protein L11 and bacterial L5; RPL11A has a paralog, RPL11B, that arose from the whole genome duplication",YES,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
RPL12A,YEL054C,RPL12A,"Ribosomal 60S subunit protein L12A; rpl12a rpl12b double mutant exhibits slow growth and slow translation; homologous to mammalian ribosomal protein L12 and bacterial L11; RPL12A has a paralog, RPL12B, that arose from the whole genome duplication",YES,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
RPL13B,YMR142C,RPL13B,"Ribosomal 60S subunit protein L13B; not essential for viability; homologous to mammalian ribosomal protein L13, no bacterial homolog; RPL13B has a paralog, RPL13A, that arose from the whole genome duplication",YES,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
RPL14A,YKL006W,RPL14A,"Ribosomal 60S subunit protein L14A; N-terminally acetylated; homologous to mammalian ribosomal protein L14, no bacterial homolog; RPL14A has a paralog, RPL14B, that arose from the whole genome duplication",no,no,YES,YES,no,no,no,no,FALSE,FALSE,FALSE
RPL14B,YHL001W,RPL14B,"Ribosomal 60S subunit protein L14B; homologous to mammalian ribosomal protein L14, no bacterial homolog; RPL14B has a paralog, RPL14A, that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress",no,no,YES,no,no,no,no,no,FALSE,FALSE,FALSE
RPL15A,YLR029C,RPL15A,"Ribosomal 60S subunit protein L15A; binds to 5.8 S rRNA; homologous to mammalian ribosomal protein L15, no bacterial homolog; RPL15A has a paralog, RPL15B, that arose from the whole genome duplication",YES,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
RPL16A,YIL133C,RPL16A,"Ribosomal 60S subunit protein L16A; N-terminally acetylated, binds 5.8 S rRNA; transcriptionally regulated by Rap1p; homologous to mammalian ribosomal protein L13A and bacterial L13; RPL16A has a paralog, RPL16B, that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress",YES,YES,no,YES,no,no,no,no,FALSE,FALSE,FALSE
RPL16B,YNL069C,RPL16B,"Ribosomal 60S subunit protein L16B; N-terminally acetylated, binds 5.8 S rRNA; transcriptionally regulated by Rap1p; homologous to mammalian ribosomal protein L13A and bacterial L13; RPL16B has a paralog, RPL16A, that arose from the whole genome duplication",YES,YES,no,YES,no,no,no,no,FALSE,FALSE,FALSE
RPL17A,YKL180W,RPL17A,"Ribosomal 60S subunit protein L17A; copurifies with the Dam1 complex (aka DASH complex); homologous to mammalian ribosomal protein L17 and bacterial L22; RPL17A has a paralog, RPL17B, that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress",YES,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
RPL17B,YJL177W,RPL17B,"Ribosomal 60S subunit protein L17B; homologous to mammalian ribosomal protein L17 and bacterial L22; RPL17B has a paralog, RPL17A, that arose from the whole genome duplication",no,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
RPL18A,YOL120C,RPL18A,"Ribosomal 60S subunit protein L18A; intron of RPL18A pre-mRNA forms stem-loop structures that are a target for Rnt1p cleavage leading to degradation; homologous to mammalian ribosomal protein L18, no bacterial homolog; RPL18A has a paralog, RPL18B, that arose from the whole genome duplication",YES,YES,no,YES,no,no,no,no,FALSE,FALSE,FALSE
RPL18B,YNL301C,RPL18B,"Ribosomal 60S subunit protein L18B; homologous to mammalian ribosomal protein L18, no bacterial homolog; RPL18B has a paralog, RPL18A, that arose from the whole genome duplication",no,YES,no,no,no,no,no,no,FALSE,FALSE,FALSE
RPL19A,YBR084C-A,RPL19A,"Ribosomal 60S subunit protein L19A; rpl19a and rpl19b single null mutations result in slow growth, while the double null mutation is lethal; homologous to mammalian ribosomal protein L19, no bacterial homolog; RPL19A has a paralog, RPL19B, that arose from the whole genome duplication",YES,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
RPL1A,YPL220W,RPL1A,"Ribosomal 60S subunit protein L1A; N-terminally acetylated; homologous to mammalian ribosomal protein L10A and bacterial L1; RPL1A has a paralog, RPL1B, that arose from the whole genome duplication; rpl1a rpl1b double null mutation is lethal",YES,YES,no,no,no,no,no,no,FALSE,FALSE,FALSE
RPL1B,YGL135W,RPL1B,"Ribosomal 60S subunit protein L1B; N-terminally acetylated; homologous to mammalian ribosomal protein L10A and bacterial L1; RPL1B has a paralog, RPL1A, that arose from the whole genome duplication; rpl1a rpl1b double null mutation is lethal",no,YES,no,no,no,no,YES,no,FALSE,FALSE,FALSE
RPL20A,YMR242C,RPL20A,"Ribosomal 60S subunit protein L20A; homologous to mammalian ribosomal protein L18A, no bacterial homolog; RPL20A has a paralog, RPL20B, that arose from the whole genome duplication",YES,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
RPL21A,YBR191W,RPL21A,"Ribosomal 60S subunit protein L21A; homologous to mammalian ribosomal protein L21, no bacterial homolog; RPL21A has a paralog, RPL21B, that arose from the whole genome duplication",YES,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
RPL21B,YPL079W,RPL21B,"Ribosomal 60S subunit protein L21B; homologous to mammalian ribosomal protein L21, no bacterial homolog; RPL21B has a paralog, RPL21A, that arose from the whole genome duplication",no,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
RPL22A,YLR061W,RPL22A,"Ribosomal 60S subunit protein L22A; required for the oxidative stress response in yeast; homologous to mammalian ribosomal protein L22, no bacterial homolog; RPL22A has a paralog, RPL22B, that arose from the whole genome duplication",YES,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
RPL22B,YFL034C-A,RPL22B,"Ribosomal 60S subunit protein L22B; homologous to mammalian ribosomal protein L22, no bacterial homolog; RPL22B has a paralog, RPL22A, that arose from the whole genome duplication",no,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
RPL23A,YBL087C,RPL23A,"Ribosomal 60S subunit protein L23A; homologous to mammalian ribosomal protein L23 and bacterial L14; RPL23A has a paralog, RPL23B, that arose from the whole genome duplication",no,YES,no,YES,no,no,no,no,FALSE,FALSE,FALSE
RPL23B,YER117W,RPL23B,"Ribosomal 60S subunit protein L23B; homologous to mammalian ribosomal protein L23 and bacterial L14; RPL23B has a paralog, RPL23A, that arose from the whole genome duplication",no,YES,no,no,no,no,no,no,FALSE,FALSE,FALSE
RPL24A,YGL031C,RPL24A,"Ribosomal 60S subunit protein L24A; not essential for translation but may be required for normal translation rate; homologous to mammalian ribosomal protein L24, no bacterial homolog; RPL24A has a paralog, RPL24B, that arose from the whole genome duplication",YES,no,YES,YES,no,no,no,no,FALSE,FALSE,FALSE
RPL24B,YGR148C,RPL24B,"Ribosomal 60S subunit protein L24B; not essential for translation but may be required for normal translation rate; homologous to mammalian ribosomal protein L24, no bacterial homolog; RPL24B has a paralog, RPL24A, that arose from the whole genome duplication",no,no,YES,YES,no,no,no,no,FALSE,FALSE,FALSE
RPL25,YOL127W,RPL25,Ribosomal 60S subunit protein L25; primary rRNA-binding ribosomal protein component of large ribosomal subunit; binds to 25S rRNA via a conserved C-terminal motif; homologous to mammalian ribosomal protein L23A and bacterial L23,YES,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
RPL26A,YLR344W,RPL26A,"Ribosomal 60S subunit protein L26A; binds to 5.8S rRNA; non-essential even when paralog is also deleted; deletion has minimal affections on ribosome biosynthesis; homologous to mammalian ribosomal protein L26 and bacterial L24; RPL26A has a paralog, RPL26B, that arose from the whole genome duplication",no,no,YES,YES,no,no,no,no,FALSE,FALSE,FALSE
RPL26B,YGR034W,RPL26B,"Ribosomal 60S subunit protein L26B; binds to 5.8S rRNA; non-essential even when paralog is also deleted; deletion has minimal affections on ribosome biosynthesis; homologous to mammalian ribosomal protein L26 and bacterial L24; RPL26B has a paralog, RPL26A, that arose from the whole genome duplication",YES,YES,YES,no,no,no,no,no,FALSE,FALSE,FALSE
RPL27A,YHR010W,RPL27A,"Ribosomal 60S subunit protein L27A; homologous to mammalian ribosomal protein L27, no bacterial homolog; RPL27A has a paralog, RPL27B, that arose from the whole genome duplication",YES,no,YES,YES,no,no,no,no,FALSE,FALSE,FALSE
RPL27B,YDR471W,RPL27B,"Ribosomal 60S subunit protein L27B; homologous to mammalian ribosomal protein L27, no bacterial homolog; RPL27B has a paralog, RPL27A, that arose from the whole genome duplication",no,no,YES,no,no,no,no,no,FALSE,FALSE,FALSE
RPL28,YGL103W,RPL28,Ribosomal 60S subunit protein L28; homologous to mammalian ribosomal protein L27A and bacterial L15; may have peptidyl transferase activity; can mutate to cycloheximide resistance,YES,YES,no,YES,no,no,no,no,FALSE,FALSE,FALSE
RPL2A,YFR031C-A,RPL2A,"Ribosomal 60S subunit protein L2A; homologous to mammalian ribosomal protein L2 and bacterial L2; RPL2A has a paralog, RPL2B, that arose from the whole genome duplication",YES,YES,no,YES,no,no,no,no,FALSE,FALSE,FALSE
RPL2B,YIL018W,RPL2B,"Ribosomal 60S subunit protein L2B; homologous to mammalian ribosomal protein L2 and bacterial L2; RPL2B has a paralog, RPL2A, that arose from the whole genome duplication; expression is upregulated at low temperatures",no,YES,no,no,no,no,no,no,FALSE,FALSE,FALSE
RPL3,YOR063W,RPL3,Ribosomal 60S subunit protein L3; homologous to mammalian ribosomal protein L3 and bacterial L3; plays an important role in function of eIF5B in stimulating 3' end processing of 18S rRNA in context of 80S ribosomes that have not yet engaged in translation; involved in replication and maintenance of killer double stranded RNA virus,YES,YES,no,YES,no,no,no,no,FALSE,FALSE,FALSE
RPL30,YGL030W,RPL30,"Ribosomal 60S subunit protein L30; involved in pre-rRNA processing in the nucleolus; autoregulates splicing of its transcript; homologous to mammalian ribosomal protein L30, no bacterial homolog",YES,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
RPL31A,YDL075W,RPL31A,"Ribosomal 60S subunit protein L31A; associates with karyopherin Sxm1p; loss of both Rpl31p and Rpl39p confers lethality; homologous to mammalian ribosomal protein L31, no bacterial homolog; RPL31A has a paralog, RPL31B, that arose from the whole genome duplication",YES,YES,no,YES,no,no,no,no,FALSE,FALSE,FALSE
RPL31B,YLR406C,RPL31B,"Ribosomal 60S subunit protein L31B; associates with karyopherin Sxm1p; loss of both Rpl31p and Rpl39p confers lethality; homologous to mammalian ribosomal protein L31, no bacterial homolog; RPL31B has a paralog, RPL31A, that arose from the whole genome duplication",no,YES,no,YES,no,no,no,no,FALSE,FALSE,FALSE
RPL32,YBL092W,RPL32,"Ribosomal 60S subunit protein L32; overexpression disrupts telomeric silencing; homologous to mammalian ribosomal protein L32, no bacterial homolog",YES,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
RPL33A,YPL143W,RPL33A,"Ribosomal 60S subunit protein L33A; N-terminally acetylated; rpl33a null mutant exhibits slow growth while rpl33a rpl33b double null mutant is inviable; homologous to mammalian ribosomal protein L35A, no bacterial homolog; RPL33A has a paralog, RPL33B, that arose from the whole genome duplication",YES,YES,YES,YES,no,no,no,no,FALSE,FALSE,FALSE
RPL33B,YOR234C,RPL33B,"Ribosomal 60S subunit protein L33B; rpl33b null mutant exhibits normal growth while rpl33a rpl33b double null mutant is inviable; homologous to mammalian ribosomal protein L35A, no bacterial homolog; RPL33B has a paralog, RPL33A, that arose from the whole genome duplication",YES,YES,YES,YES,no,no,no,no,FALSE,FALSE,FALSE
RPL34B,YIL052C,RPL34B,"Ribosomal 60S subunit protein L34B; homologous to mammalian ribosomal protein L34, no bacterial homolog; RPL34B has a paralog, RPL34A, that arose from the whole genome duplication",no,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
RPL35A,YDL191W,RPL35A,"Ribosomal 60S subunit protein L35A; homologous to mammalian ribosomal protein L35 and bacterial L29; RPL35A has a paralog, RPL35B, that arose from the whole genome duplication",no,YES,no,no,no,no,no,no,FALSE,FALSE,FALSE
RPL35B,YDL136W,RPL35B,"Ribosomal 60S subunit protein L35B; homologous to mammalian ribosomal protein L35 and bacterial L29; RPL35B has a paralog, RPL35A, that arose from the whole genome duplication",no,YES,no,no,no,no,no,no,FALSE,FALSE,FALSE
RPL36B,YPL249C-A,RPL36B,"Ribosomal 60S subunit protein L36B; binds to 5.8 S rRNA; homologous to mammalian ribosomal protein L36, no bacterial homolog; RPL36B has a paralog, RPL36A, that arose from the whole genome duplication",no,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
RPL37A,YLR185W,RPL37A,"Ribosomal 60S subunit protein L37A; homologous to mammalian ribosomal protein L37, no bacterial homolog; RPL37A has a paralog, RPL37B, that arose from the whole genome duplication",no,YES,no,no,no,no,no,no,FALSE,FALSE,FALSE
RPL37B,YDR500C,RPL37B,"Ribosomal 60S subunit protein L37B; protein abundance increases in response to DNA replication stress; homologous to mammalian ribosomal protein L37, no bacterial homolog; RPL37B has a paralog, RPL37A, that arose from the whole genome duplication",no,YES,no,no,no,no,no,no,FALSE,FALSE,FALSE
RPL38,YLR325C,RPL38,"Ribosomal 60S subunit protein L38; homologous to mammalian ribosomal protein L38, no bacterial homolog",YES,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
RPL40A,YIL148W,RPL40A,"Ubiquitin-ribosomal 60S subunit protein L40A fusion protein; cleaved to yield ubiquitin and ribosomal protein L40A; ubiquitin may facilitate assembly of the ribosomal protein into ribosomes; homologous to mammalian ribosomal protein L40, no bacterial homolog; RPL40A has a paralog, RPL40B, that arose from the whole genome duplication; relative distribution to the nucleus increases upon DNA replication stress",no,YES,no,no,no,no,no,no,FALSE,FALSE,FALSE
RPL40B,YKR094C,RPL40B,"Ubiquitin-ribosomal 60S subunit protein L40B fusion protein; cleaved to yield ubiquitin and ribosomal protein L40B; ubiquitin may facilitate assembly of the ribosomal protein into ribosomes; homologous to mammalian ribosomal protein L40, no bacterial homolog; RPL40B has a paralog, RPL40A, that arose from the whole genome duplication",no,YES,no,no,no,no,no,no,FALSE,FALSE,FALSE
RPL42A,YNL162W,RPL42A,"Ribosomal 60S subunit protein L42A; homologous to mammalian ribosomal protein L36A, no bacterial homolog; RPL42A has a paralog, RPL42B, that arose from the whole genome duplication",no,YES,no,no,no,no,no,no,FALSE,FALSE,FALSE
RPL42B,YHR141C,RPL42B,"Ribosomal 60S subunit protein L42B; required for propagation of the killer toxin-encoding M1 double-stranded RNA satellite of the L-A double-stranded RNA virus; homologous to mammalian ribosomal protein L36A, no bacterial homolog; RPL42B has a paralog, RPL42A, that arose from the whole genome duplication",no,YES,no,no,no,no,no,no,FALSE,FALSE,FALSE
RPL43A,YPR043W,RPL43A,"Ribosomal 60S subunit protein L43A; null mutation confers a dominant lethal phenotype; homologous to mammalian ribosomal protein L37A, no bacterial homolog; RPL43A has a paralog, RPL43B, that arose from the whole genome duplication",YES,no,no,no,no,no,no,no,FALSE,FALSE,FALSE
RPL4A,YBR031W,RPL4A,"Ribosomal 60S subunit protein L4A; N-terminally acetylated; homologous to mammalian ribosomal protein L4 and bacterial L4; RPL4A has a paralog, RPL4B, that arose from the whole genome duplication",no,YES,YES,YES,no,no,no,no,FALSE,FALSE,FALSE
RPL4B,YDR012W,RPL4B,"Ribosomal 60S subunit protein L4B; homologous to mammalian ribosomal protein L4 and bacterial L4; RPL4B has a paralog, RPL4A, that arose from the whole genome duplication",YES,YES,YES,YES,no,no,no,no,FALSE,FALSE,FALSE
RPL5,YPL131W,RPL5,Ribosomal 60S subunit protein L5; homologous to mammalian ribosomal protein L5 and bacterial L18; binds 5S rRNA and is required for 60S subunit assembly,YES,YES,no,YES,no,no,no,no,FALSE,FALSE,FALSE
RPL6A,YML073C,RPL6A,"Ribosomal 60S subunit protein L6A; N-terminally acetylated; binds 5.8S rRNA; homologous to mammalian ribosomal protein L6, no bacterial homolog; RPL6A has a paralog, RPL6B, that arose from the whole genome duplication",YES,YES,YES,YES,no,no,no,no,FALSE,FALSE,FALSE
RPL6B,YLR448W,RPL6B,"Ribosomal 60S subunit protein L6B; binds 5.8S rRNA; homologous to mammalian ribosomal protein L6, no bacterial homolog; RPL6B has a paralog, RPL6A, that arose from the whole genome duplication",YES,YES,YES,YES,no,no,no,no,FALSE,FALSE,FALSE
RPL7A,YGL076C,RPL7A,"Ribosomal 60S subunit protein L7A; required for processing of 27SA3 pre-rRNA to 27SB pre-rRNA during assembly of large ribosomal subunit; depletion leads to a turnover of pre-rRNA; contains a conserved C-terminal Nucleic acid Binding Domain (NDB2); binds to Domain II of 25S and 5.8S rRNAs; homologous to mammalian ribosomal protein L7 and bacterial L30; RPL7A has a paralog, RPL7B, that arose from the whole genome duplication",no,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
