"name","act_state","act_sd","inact_state","inact_sd","num_scrams","mean_scram_score","scram_sd","z_raw","z_adj","diff","hmm_state_diff","scram_diff"
"Pan1p_151_200",0.12,0.101,0.446,0.066,5,0.0219064306238416,0.125521040300538,0.537256270179418,0.66058379174129,-0.0980935693761584,0.326,-0.0980935693761584
"Pan1p_486_535",-0.138,0.101,0.152,0.115,3,-0.009797226594429,0.174943888469076,0.420045921869637,0.555329101477751,0.128202773405571,0.29,0.128202773405571
"Par32p_241_290",0.482,0.488,0.516,0.077,5,0.674835753162631,0.47343207157013,0.225184931577604,0.342672721965918,0.192835753162631,0.034,0.192835753162631
"Pat1p_131_180",-0.574,0.149,-0.228,0.18,3,0.479367635168545,0.185638705468677,3.46684796049154e-11,6.98622392038448e-10,1.05336763516855,0.346,1.05336763516855
"Pat1p_151_200",-0.256,0.148,0.144,0.104,5,-0.0129889465483803,0.163847627290518,0.126403968985546,0.230930327954363,0.24301105345162,0.4,0.24301105345162
"Pbp1p_503_552",-0.275,0.133,0.068,0.192,5,0.012916777288521,0.182071611695364,0.0701601166085552,0.144001473903362,0.287916777288521,0.343,0.287916777288521
"Pbp1p_523_572",-0.419,0.14,-0.059,0.161,3,0.0214011663376672,0.172787387984057,0.00560669124020996,0.0190227024221409,0.440401166337667,0.36,0.440401166337667
"Pbp1p_604_653",-0.545,0.087,-0.163,0.189,5,-0.212004250811076,0.633586339878426,0.0362240643514153,0.0860321528346113,0.332995749188924,0.382,0.332995749188924
"Pbp1p_654_703",-0.37,0.121,-0.098,0.118,5,0.196251575840288,0.175129323294367,0.000368763883185791,0.00204356651932126,0.566251575840288,0.272,0.566251575840288
"Pdp3p_202_251",-0.186,0.182,0.245,0.175,4,0.402654731355793,0.425942069834802,0.000213577183503764,0.0012568922746018,0.588654731355793,0.431,0.588654731355793
"Pdr1p_1017_1066",-0.432,0.197,0.052,0.219,5,-0.248192316665944,0.502981173488586,0.247651257687444,0.369255799018274,0.183807683334056,0.484,0.183807683334056
"Pea2p_113_162",-0.346,0.255,0.287,0.196,4,0.274101983849495,0.296364207149876,9.61208239630368e-05,0.000652248448320607,0.620101983849495,0.633,0.620101983849495
"Pex5p_151_200",-0.091,0.189,0.288,0.138,5,0.0368882536791093,0.1309330102934,0.421187142103141,0.555733034719422,0.127888253679109,0.379,0.127888253679109
"Pfs2p_1_50",-0.11,0.15,0.372,0.152,4,0.018409253657143,0.249109597636327,0.419297706773698,0.555329101477751,0.128409253657143,0.482,0.128409253657143
"Pho81p_235_284",0.196,0.005,0.27,0.283,4,0.470768341524117,0.159930467512462,0.0839564201018318,0.167994120206686,0.274768341524117,0.074,0.274768341524117
"Pho87p_5_54",-0.381,0.21,0.085,0.241,5,-0.0191662664906258,0.415527778869373,0.0228590511513099,0.0587576147836146,0.361833733509374,0.466,0.361833733509374
"Pho92p_17_66",-1.679,0.261,0.363,0.49,4,0.809139536987192,0.199989346056263,3.35617979414001e-55,1.11592978155155e-52,2.48813953698719,2.042,2.48813953698719
"Pho92p_67_116",0.011,0.14,0.264,0.121,4,-0.011843152892745,0.382632883182143,0.885758034198991,0.929067969625125,-0.022843152892745,0.253,-0.022843152892745
"Pig2p_11_60",-0.166,0.131,0.104,0.046,4,0.124371676573191,0.500153162219279,0.0678026998887191,0.140027314987572,0.290371676573191,0.27,0.290371676573191
"Pil1p_1_50",0.218,0.226,0.402,0.097,3,0.000191939744910006,0.260842488946349,0.170711505490608,0.285952521791572,-0.21780806025509,0.184,-0.21780806025509
"Pin2p_226_275",-0.889,0.191,-0.445,0.205,4,-1.03713849822058,0.149300437907482,0.351476640431317,0.484342485297154,-0.148138498220581,0.444,-0.148138498220581
"Pin4p_610_659",-0.486,0.161,-0.038,0.159,4,-0.186877992963642,0.374092585633919,0.059924086157035,0.126592497718741,0.299122007036358,0.448,0.299122007036358
"Pip2p_926_975",-0.242,0.174,0.174,0.095,5,-0.121934130405144,0.0985353070902704,0.450150662017173,0.585812505364814,0.120065869594856,0.416,0.120065869594856
"Pog1p_172_221",-0.397,0.197,0.026,0.114,4,-0.385537252944694,0.572636390126488,0.942525618621599,0.960351662096027,0.0114627470553063,0.423,0.0114627470553063
"Pog1p_202_251",-0.639,0.243,-0.079,0.115,3,-0.261241715770314,0.197588186312814,0.0175042666029641,0.04830015473432,0.377758284229686,0.56,0.377758284229686
"Pog1p_262_311",-0.138,0.081,0.156,0.132,5,0.0944058566047049,0.161713498378942,0.14381378963916,0.253625355214145,0.232405856604705,0.294,0.232405856604705
"Pom152p_1_50",-0.108,0.171,0.336,0.112,5,-0.0155105011778069,0.106462941437443,0.560755238616409,0.67677356384739,0.0924894988221931,0.444,0.0924894988221931
"Psd2p_251_300",-0.026,0.177,0.278,0.163,5,0.465165963695004,0.20303664603875,0.00200677674869122,0.00818715667410836,0.491165963695004,0.304,0.491165963695004
"Psh1p_167_216",-0.964,0.29,-0.104,0.301,4,0.470973639341582,0.169974125311177,1.79070687621829e-19,9.9235006057097e-18,1.43497363934158,0.86,1.43497363934158
"Psk1p_195_244",-0.337,0.157,0.136,0.236,4,0.387411027025425,0.30857631859374,5.20771836096839e-06,4.55675356584734e-05,0.724411027025425,0.473,0.724411027025425
"Psk1p_235_284",-0.265,0.171,0.074,0.138,4,-0.169160577433561,0.304477698006379,0.546648599263759,0.664469763037347,0.0958394225664386,0.339,0.0958394225664386
"Psk1p_255_304",-0.073,0.359,-0.043,0.161,5,-0.0854955009933764,0.228739100416502,0.937357587451795,0.95751581513893,-0.0124955009933764,0.03,-0.0124955009933764
"Psk1p_305_354",-0.327,0.23,0.6,0.121,5,0.516451664040553,0.112132470955149,1.12699814334963e-07,1.36264320968638e-06,0.843451664040553,0.927,0.843451664040553
"Psp1p_131_180",0.112,0.151,0.395,0.049,5,-0.00540573821181793,0.213488189326907,0.460251510300579,0.594305348252204,-0.117405738211818,0.283,-0.117405738211818
"Psp1p_161_210",0.07,0.122,0.096,0.275,3,-0.470962652200064,0.328127548035343,0.000667900013216153,0.00341656545222109,-0.540962652200064,0.026,-0.540962652200064
"Psp1p_191_240",-0.123,0.111,0.236,0.107,5,-0.098704346618025,0.191928895330285,0.878548543779973,0.922961740305974,0.024295653381975,0.359,0.024295653381975
"Psp1p_231_280",-0.292,0.206,0.159,0.126,3,0.32475629402118,0.424242485185426,0.000104827294226918,0.000704142935968695,0.61675629402118,0.451,0.61675629402118
"Psp1p_271_320",0.144,0.174,0.485,0.064,5,0.16935188785124,0.164401845706952,0.873312203354145,0.919820332449625,0.0253518878512403,0.341,0.0253518878512403
"Psp1p_311_360",-0.391,0.135,0.196,0.15,5,0.282382002237685,0.203498227100825,2.28257065763082e-05,0.000172489714468693,0.673382002237685,0.587,0.673382002237685
"Psp1p_41_90",-0.08,0.091,0.28,0.181,5,0.359218564965543,0.206981479376283,0.00573605206352831,0.0192650233446784,0.439218564965543,0.36,0.439218564965543
"Psp1p_61_110",-0.779,0.145,-0.307,0.256,5,-0.504603109616426,0.393729853522529,0.0843759942090725,0.167994120206686,0.274396890383574,0.472,0.274396890383574
"Psp1p_81_130",-0.124,0.194,0.302,0.206,5,-0.193772397345582,0.206983873959868,0.660778152664652,0.763033666845933,-0.0697723973455819,0.426,-0.0697723973455819
"Psp2p_61_110",-0.536,0.121,-0.213,0.137,5,-0.259369630224511,0.159967488771529,0.0818785459593954,0.165499188641331,0.276630369775489,0.323,0.276630369775489
"Pti1p_293_342",-0.262,0.091,-0.148,0.28,5,-0.00902118001233661,0.284774870796948,0.111580212554404,0.210200683707304,0.252978819987663,0.114,0.252978819987663
"Ptk2p_171_220",-0.264,0.098,0.071,0.17,5,-0.116650151741481,0.222868311609067,0.354046672642264,0.486448424188235,0.147349848258519,0.335,0.147349848258519
"Pub1p_188_237",-0.397,0.068,-0.34,0.206,3,0.0855097181072147,0.648122972617896,0.00240708490341312,0.00936088573549545,0.482509718107215,0.057,0.482509718107215
"Pub1p_238_287",0.09,0.112,0.431,0.114,4,0.159006508582294,0.122747131030954,0.664272504856775,0.763138695631604,0.0690065085822937,0.341,0.0690065085822937
"Puf2p_435_484",-0.292,0.195,0.002,0.156,4,-0.181509486454633,0.507781810387851,0.48709358862903,0.62053110428794,0.110490513545367,0.294,0.110490513545367
"Puf2p_966_1015",-0.029,0.132,0.371,0.159,4,-0.125917834082785,0.163494970028482,0.542145062225508,0.66058379174129,-0.0969178340827853,0.4,-0.0969178340827853
"Puf3p_273_322",-0.361,0.132,0.045,0.138,5,-0.200394221621628,0.206950308333544,0.312426847178007,0.4387992468383,0.160605778378372,0.406,0.160605778378372
"Puf3p_303_352",-0.13,0.191,0.449,0.141,4,-0.491885624063834,0.272774583328496,0.0228395148153472,0.0587576147836146,-0.361885624063834,0.579,-0.361885624063834
"Puf3p_373_422",-0.086,0.203,0.425,0.181,5,0.0829878946210692,0.16260764899173,0.28784414960026,0.414113483302279,0.168987894621069,0.511,0.168987894621069
"Puf4p_301_350",-0.786,0.132,-0.321,0.229,4,-0.478222065123252,0.257284712971669,0.0528929487958242,0.115323970325322,0.307777934876748,0.465,0.307777934876748
"Puf4p_321_370",-0.469,0.101,-0.125,0.168,3,-0.562929694539321,0.571866336733021,0.554668967298051,0.671866781881975,-0.0939296945393209,0.344,-0.0939296945393209
"Puf4p_401_450",-0.552,0.163,-0.048,0.264,5,-0.135335925381512,0.181359214308135,0.0087764379915554,0.026895535780573,0.416664074618488,0.504,0.416664074618488
"Puf4p_431_480",-0.746,0.044,-0.234,0.226,5,-0.325247391329389,0.286284816476178,0.00813638672744503,0.0251847251684662,0.420752608670611,0.512,0.420752608670611
"Puf4p_51_100",-1.02,0.124,-0.564,0.216,4,-1.1181071375811,0.269469721064619,0.537199982176055,0.66058379174129,-0.0981071375810989,0.456,-0.0981071375810989
"Puf4p_71_120",-0.758,0.186,-0.214,0.209,5,-0.472910857455226,0.238992846777935,0.0729583864496988,0.14928408304323,0.285089142544774,0.544,0.285089142544774
"Put3p_68_117",-0.212,0.267,0.889,0.147,4,0.768785265366312,0.0891818215829009,6.8841862885319e-10,1.11658143460334e-08,0.980785265366312,1.101,0.980785265366312
"Rap1p_493_542",-0.185,0.227,0.283,0.134,5,0.0164787598098366,0.226544936530789,0.205077799194316,0.324706515391001,0.201478759809837,0.468,0.201478759809837
"Rap1p_548_597",-0.029,0.122,0.411,0.164,5,0.166808830920673,0.18801142435303,0.218115256072665,0.337317779740284,0.195808830920673,0.44,0.195808830920673
"Rat1p_919_968",-0.882,0.241,-0.381,0.236,5,-1.0194967460413,0.328347947249837,0.387150348274828,0.52328248293244,-0.137496746041299,0.501,-0.137496746041299
"Rbs1p_283_332",-0.282,0.147,0.08,0.173,3,-0.498673539182143,0.313945039268443,0.172950114312867,0.288974437231297,-0.216673539182143,0.362,-0.216673539182143
"Rbs1p_313_362",-0.838,0.153,-0.48,0.153,3,-0.163590250693309,0.613955102862765,2.21779738956666e-05,0.00016952129471975,0.674409749306691,0.358,0.674409749306691
"Rbs1p_362_411",-1.243,0.206,-0.639,0.311,4,-1.29754124338065,0.182476478405002,0.731567235933389,0.809471234435447,-0.0545412433806525,0.604,-0.0545412433806525
"Reb1p_512_561",-0.331,0.192,0.344,0.193,4,0.416637473897462,0.220120975947526,2.572149086877e-06,2.40912555320169e-05,0.747637473897462,0.675,0.747637473897462
"Rec107p_180_229",-1.038,0.309,0.373,0.178,5,0.342349012656994,0.212564372701316,3.89501471734517e-18,1.52363811002032e-16,1.38034901265699,1.411,1.38034901265699
"Rec114p_159_208",0.147,0.146,0.431,0.116,5,0.340842320088462,0.293638990251108,0.222773319912607,0.341346215995123,0.193842320088462,0.284,0.193842320088462
"Rga1p_517_566",-0.324,0.135,0.015,0.103,3,0.112063612449913,0.0909256680503402,0.00609443251791335,0.0202639881220619,0.436063612449913,0.339,0.436063612449913
"Rga1p_537_586",0.088,0.148,0.272,0.111,4,0.160582311627337,0.276553342024415,0.648021667978142,0.75735397048412,0.0725823116273367,0.184,0.0725823116273367
"Rga2p_624_673",0.196,0.287,0.862,0.193,4,0.691471179572799,0.183800273645361,0.00183132415173567,0.00761144100565138,0.495471179572799,0.666,0.495471179572799
"Rgt1p_308_357",-0.52,0.177,-0.145,0.222,5,-0.524986194714002,0.31244468736801,0.974981587683441,0.980881627548394,-0.00498619471400152,0.375,-0.00498619471400152
"Rho5p_187_236",-0.216,0.185,0.38,0.101,4,0.445595001285508,0.188617611298978,3.1664264821522e-05,0.000231392704464969,0.661595001285509,0.596,0.661595001285509
"Rie1p_659_708",-0.525,0.229,-0.16,0.197,2,-0.902040558113447,0.477764315829193,0.0177195612456597,0.0486921827618335,-0.377040558113447,0.365,-0.377040558113447
"Rim4p_432_481",-0.059,0.114,0.284,0.116,5,0.125744130555192,0.194194919631931,0.245250510777822,0.366497954308431,0.184744130555192,0.343,0.184744130555192
"Rim4p_482_531",-0.475,0.432,-0.277,0.136,3,-0.124614200706276,0.748054388752569,0.0275398576699307,0.0685917803389659,0.350385799293724,0.198,0.350385799293724
"Rim4p_602_651",-1.223,0.116,-0.903,0.225,4,-1.43803966155344,0.258101085112554,0.17621250284191,0.292953285974676,-0.215039661553437,0.32,-0.215039661553437
"Rim4p_622_671",-0.667,0.185,-0.149,0.054,4,-0.978305948230017,0.213688614778018,0.0502319350154546,0.110977530848097,-0.311305948230017,0.518,-0.311305948230017
"Rlm1p_420_469",-0.629,0.101,-0.057,0.207,5,-0.30656670623011,0.40906612522666,0.0425633154312071,0.0982798776449747,0.32243329376989,0.572,0.32243329376989
"Rlm1p_500_549",-0.281,0.12,0.149,0.177,5,0.209542939844473,0.265182607658849,0.00203340786989159,0.00824522093584088,0.490542939844473,0.43,0.490542939844473
"Rnq1p_121_170",0.522,0.088,0.732,0.091,5,0.730133950005448,0.140347432652893,0.190508913804332,0.305273319710556,0.208133950005448,0.21,0.208133950005448
"Rnq1p_181_230",-0.136,0.115,0.203,0.109,5,0.266705349081191,0.0912023867583297,0.0113140180357984,0.0334392088613596,0.402705349081191,0.339,0.402705349081191
"Rnq1p_241_290",-0.176,0.166,0.122,0.111,5,0.0346759589734733,0.136814545210932,0.185150168675922,0.299573873891699,0.210675958973473,0.298,0.210675958973473
"Rod1p_589_638",0.008,0.12,0.35,0.069,5,0.153956497614202,0.170087001937643,0.358616224238433,0.490699154564935,0.145956497614202,0.342,0.145956497614202
"Rof1p_274_323",-0.405,0.137,-0.089,0.166,3,-0.0262391325509655,0.277054244746754,0.0172073645960454,0.0478507298869571,0.378760867449035,0.316,0.378760867449035
"Rof1p_304_353",-0.078,0.03,0.187,0.13,4,0.203236588891568,0.266243025622124,0.0769172439810994,0.156421918187863,0.281236588891568,0.265,0.281236588891568
"Rox1p_160_209",0.157,0.217,0.194,0.096,4,0.136401577017074,0.355893533213253,0.896918170790554,0.933412493858714,-0.0205984229829265,0.037,-0.0205984229829265
"Rox3p_116_165",-0.839,0.157,-0.517,0.157,4,-0.370971576094422,0.729905799973714,0.00324311956533342,0.0117851066171952,0.468028423905578,0.322,0.468028423905578
"Rox3p_86_135",-0.643,0.18,-0.226,0.219,4,-0.178761110388672,0.372543072190834,0.0035018016646673,0.0126559679728465,0.464238889611329,0.417,0.464238889611329
"Rpa14p_1_50",-0.206,0.169,0.551,0.269,3,0.628273683643767,0.252052831401054,1.54402298816828e-07,1.77030221919294e-06,0.834273683643767,0.757,0.834273683643767
"Rpm2p_121_170",-0.267,0.172,0.121,0.151,5,0.147709513003443,0.392415306073694,0.009098024983331,0.0276264228945896,0.414709513003443,0.388,0.414709513003443
"Rpm2p_91_140",-0.699,0.171,-0.268,0.221,5,-0.179260945927685,0.324105867435271,0.00107951083517876,0.00505545567178787,0.519739054072315,0.431,0.519739054072315
"Rpn4p_21_70",-0.552,0.107,-0.014,0.216,4,-0.695618412485049,0.355420415325175,0.366366976349974,0.499250080476911,-0.143618412485048,0.538,-0.143618412485048
"Rpn4p_51_100",-0.244,0.169,0.063,0.134,3,-0.175713975553659,0.215354814317857,0.667566376432319,0.765399379874986,0.0682860244463405,0.307,0.0682860244463405
"Rrd1p_306_355",-0.117,0.088,0.057,0.424,5,0.0560430081964182,0.386356553191495,0.276432762881316,0.401370714663919,0.173043008196418,0.174,0.173043008196418
"Rsa1p_21_70",-0.36,0.164,-0.066,0.153,4,-0.149318931808254,0.300682785716615,0.185139511518637,0.299573873891699,0.210681068191746,0.294,0.210681068191746
"Rsa1p_52_101",-1.162,0.114,-0.817,0.137,5,-0.895276761298516,0.535234451782697,0.0934296851406726,0.181668832217975,0.266723238701484,0.345,0.266723238701484
"Rsa1p_72_121",-1.002,0.136,-0.636,0.249,2,0.410129920972288,0.570632305490153,6.58439153493091e-19,3.12758597909218e-17,1.41212992097229,0.366,1.41212992097229
"Rsa1p_92_141",-0.223,0.152,0.125,0.102,3,0.307405111144586,0.487419015413128,0.000849854301207405,0.00409531239349945,0.530405111144586,0.348,0.530405111144586
"Rsc1p_621_670",0.001,0.142,0.251,0.15,3,-0.0056494182487775,0.257813332113156,0.966640559419561,0.978777819595651,-0.0066494182487775,0.25,-0.0066494182487775
"Rsf2p_482_531",0.068,0.192,0.168,0.052,5,-0.0456560585944371,0.241415091753143,0.474702442833694,0.608241087638548,-0.113656058594437,0.1,-0.113656058594437
"Rsf2p_584_633",-0.377,0.084,-0.016,0.211,4,0.483754480427567,0.472832348471989,6.17065865990902e-08,7.74243020535754e-07,0.860754480427567,0.361,0.860754480427567
"Rsp5p_208_257",-0.935,0.209,-0.303,0.202,5,-0.451369287533963,0.530027463683529,0.00235141545409208,0.00919818398218371,0.483630712466037,0.632,0.483630712466037
"Rsp5p_228_277",-0.351,0.222,0.053,0.183,5,-0.0289595481298932,0.228310800514889,0.0428161371318882,0.0985215612204347,0.322040451870107,0.404,0.322040451870107
"Rsp5p_328_377",-0.763,0.221,-0.255,0.208,5,-0.216536926727231,0.588012644193311,0.000588145370986372,0.00303191218376696,0.546463073272769,0.508,0.546463073272769
"Rsp5p_348_397",-0.547,0.137,-0.184,0.193,5,-0.131864341036917,0.373280622394171,0.00902702718063669,0.0275365737390981,0.415135658963083,0.363,0.415135658963083
"Rsp5p_368_417",-0.006,0.094,0.208,0.081,5,0.313803719848239,0.403097176869938,0.0442799484184872,0.100832965997345,0.319803719848239,0.214,0.319803719848239
"Rtc1p_31_80",-0.235,0.132,0.035,0.138,4,0.0289618211322308,0.642434235036269,0.0968724247274049,0.18653216172072,0.263961821132231,0.27,0.263961821132231
"Rtc1p_51_100",-0.384,0.108,-0.314,0.277,4,-0.250680199701877,0.14902064023372,0.401735616036359,0.536454186072648,0.133319800298123,0.07,0.133319800298123
"Rtg3p_201_250",-0.131,0.116,0.067,0.153,4,-0.167403915627462,0.477116386485875,0.818895859848512,0.877193574500316,-0.0364039156274615,0.198,-0.0364039156274615
"Rts3p_71_120",-0.545,0.45,0.619,0.169,4,0.791347671300533,0.244232729765509,4.27623302847131e-17,1.49668155996496e-15,1.33634767130053,1.164,1.33634767130053
"Rtt102p_11_60",-0.666,0.172,-0.006,0.185,5,-0.481052763877677,0.571249637483355,0.244731975800972,0.366497954308431,0.184947236122323,0.66,0.184947236122323
"Rud3p_147_196",0.197,0.288,0.659,0.181,4,0.821652334114897,0.411971379448449,8.53705426259504e-05,0.000585272276765536,0.624652334114898,0.462,0.624652334114898
"Rxt2p_210_259",-0.113,0.178,0.335,0.149,4,0.336363275721003,0.276417474514495,0.00470882277181388,0.0162412843108103,0.449363275721003,0.448,0.449363275721003
"Saf1p_308_357",-0.039,0.165,0.247,0.168,5,0.223100489658965,0.200889163861395,0.0992497093724688,0.189114775738372,0.262100489658965,0.286,0.262100489658965
"Sap1p_119_168",0.145,0.147,0.316,0.091,4,0.224757419102462,0.232674405636764,0.615920315676985,0.731405374866419,0.0797574191024625,0.171,0.0797574191024625
"Sap30p_71_120",-0.516,0.179,-0.168,0.209,3,0.0641133839511076,0.223099275582318,0.000263602012725903,0.00153767840756777,0.580113383951108,0.348,0.580113383951108
"Scd5p_1_50",-0.92,0.177,-0.194,0.185,5,0.124903268499875,0.396309522382236,4.96430165182465e-11,9.70958999548056e-10,1.04490326849988,0.726,1.04490326849988
"Scd5p_21_70",-0.376,0.164,0.215,0.157,5,-0.0315314171292375,0.2935924377476,0.0302682174482616,0.0737302732714064,0.344468582870763,0.591,0.344468582870763
"Scd6p_248_297",-0.132,0.295,-0.077,0.041,4,-0.119001964978146,0.43678260076978,0.934843784260206,0.956417102358518,0.0129980350218536,0.055,0.0129980350218536
"Scd6p_38_87",0.183,0.128,0.436,0.122,5,0.369582110646026,0.0856312937918522,0.240586105905687,0.361967783772132,0.186582110646026,0.253,0.186582110646026
"Sch9p_729_778",-0.148,0.201,0.288,0.073,4,-0.0508183490017786,0.226276584620524,0.541046164550843,0.66058379174129,0.0971816509982214,0.436,0.0971816509982214
"Scj1p_90_139",-0.323,0.14,0.174,0.162,5,0.187453200228607,0.187601369192513,0.00132487598197239,0.00591303710074924,0.510453200228607,0.497,0.510453200228607
"Sdd4p_184_233",-0.615,0.173,-0.147,0.163,3,-0.82348249310787,0.37156024443938,0.189767476438596,0.304819738723832,-0.20848249310787,0.468,-0.20848249310787
"Sdd4p_204_253",0.067,0.198,0.489,0.187,5,-0.0339339142034718,0.100046172109111,0.525538047511592,0.653238881486372,-0.100933914203472,0.422,-0.100933914203472
"Sdd4p_224_273",-0.103,0.198,0.322,0.138,5,0.129349848406347,0.197417242758993,0.143910384309206,0.253625355214145,0.232349848406347,0.425,0.232349848406347
"Sds3p_225_274",-0.198,0.197,0.278,0.179,4,0.0136881833454556,0.24016758805756,0.183047651911085,0.299573873891699,0.211688183345456,0.476,0.211688183345456
"Sec24p_101_150",0.111,0.077,0.297,0.15,4,0.589018022121451,0.541707879014129,0.00264245789416054,0.0100413399978101,0.478018022121451,0.186,0.478018022121451
"Sec9p_141_190",-0.145,0.091,0.196,0.083,5,-0.144207379352933,0.372954539159103,0.996022361793176,0.996022361793176,0.000792620647066894,0.341,0.000792620647066894
"Sen2p_75_124",-0.207,0.11,0.155,0.188,5,-0.0849965858857205,0.15168987035808,0.442873320400593,0.57974558674487,0.122003414114279,0.362,0.122003414114279
"Set1p_1_50",-0.51,0.225,-0.26,0.157,5,-0.156750811209926,0.370198913900052,0.0262975699265995,0.0657439248164987,0.353249188790074,0.25,0.353249188790074
"Set1p_41_90",0.023,0.148,0.323,0.121,5,0.00377449211158482,0.249240647889476,0.903754110055876,0.936131593749467,-0.0192255078884152,0.3,-0.0192255078884152
"Sfl1p_454_503",-0.291,0.26,-0.116,0.075,5,0.0327338097849946,0.311043996876288,0.0417353308479049,0.0967038153792919,0.323733809784995,0.175,0.323733809784995
"Sfl1p_524_573",-0.204,0.169,0.08,0.117,4,0.311963377355431,0.140393865766544,0.0011737110315703,0.00539548782780477,0.515963377355431,0.284,0.515963377355431
"Sgf73p_425_474",0.276,0.128,0.562,0.024,2,0.515698841698903,0.0353665241802051,0.131655651327967,0.237910348187766,0.239698841698903,0.286,0.239698841698903
"Sgn1p_151_200",-1.825,0.033,-1.605,0.214,4,-1.62470847088773,0.319973397486327,0.207759719075974,0.327393870107874,0.200291529112268,0.22,0.200291529112268
"Sin3p_516_565",-0.419,0.173,0.085,0.173,4,-0.313051587190112,0.178916111706585,0.505173992745535,0.639887057477677,0.105948412809888,0.504,0.105948412809888
"Sis1p_111_160",-1.074,0.153,-0.533,0.188,5,-1.00408360545801,0.271966799222979,0.660121990453058,0.763033666845933,0.0699163945419889,0.541,0.0699163945419889
"Sis1p_77_126",-0.73,0.198,-0.22,0.206,5,-0.723422876928341,0.155365865040457,0.967003048833598,0.978777819595651,0.00657712307165892,0.51,0.00657712307165892
"Skg1p_208_257",-0.405,0.013,0.124,0.152,5,0.00391147238305181,0.295933316097365,0.0101147548291448,0.0304358007302322,0.408911472383052,0.529,0.408911472383052
"Skg3p_911_960",-0.066,0.218,0.32,0.054,5,-0.436833516476382,0.262003792561943,0.0196803407807559,0.0534180678334804,-0.370833516476382,0.386,-0.370833516476382
"Skg6p_493_542",-0.518,0.108,-0.115,0.152,5,-0.577414655078029,0.195262856506842,0.708632572282662,0.790672249275117,-0.0594146550780293,0.403,-0.0594146550780293
"Skg6p_513_562",-0.233,0.125,0.032,0.14,5,-0.442455815000033,0.339514560319142,0.187708241869214,0.302975681657833,-0.209455815000033,0.265,-0.209455815000033
"Skn1p_101_150",0.425,0.195,0.478,0.077,4,0.179894146656342,0.210062797958173,0.123167704635834,0.226887876960747,-0.245105853343658,0.053,-0.245105853343658
"Sla1p_1195_1244",-0.472,0.118,-0.042,0.167,5,-0.449809855521604,0.149996299084238,0.889002364067482,0.929297855794034,0.0221901444783962,0.43,0.0221901444783962
"Sla2p_919_968",0.213,0.192,0.606,0.128,5,0.600100609153015,0.236392628060455,0.0149041329756249,0.0427475958126085,0.387100609153015,0.393,0.387100609153015
"Slf1p_386_435",-0.172,0.094,0.414,0.177,5,0.481333654578502,0.20104050556928,3.97042113756882e-05,0.000283906457686373,0.653333654578502,0.586,0.653333654578502
"Slx4p_171_220",0.424,0.23,1.199,0.113,4,0.813383384576437,0.608069683921835,0.014323042657742,0.0415931151414778,0.389383384576437,0.775,0.389383384576437
"Slx4p_211_260",-0.37,0.251,0.541,0.152,5,0.510912562421118,0.29845216372839,3.0148886761329e-08,3.85557878774688e-07,0.880912562421118,0.911,0.880912562421118
"Smi1p_1_50",0.072,0.128,0.373,0.208,5,0.207607894172738,0.27460582900106,0.393705512105737,0.528917506162252,0.135607894172738,0.301,0.135607894172738
"Smp1p_199_248",-0.051,0.135,0.261,0.155,4,0.00312244852311958,0.372468894580056,0.733549700443902,0.810316529560124,0.0541224485231196,0.312,0.0541224485231196
"Smp1p_232_281",-0.229,0.208,0.209,0.119,2,-0.16560266823233,0.378445296549638,0.69008288984197,0.779125843369966,0.06339733176767,0.438,0.06339733176767
"Sna4p_69_118",-0.161,0.128,0.261,0.186,4,0.140868644969959,0.365247751949044,0.0576135429985854,0.123590342238901,0.301868644969959,0.422,0.301868644969959
"Snd1p_656_705",-0.241,0.052,0.315,0.187,3,0.329467526520995,0.094140741763121,0.000333222938907828,0.00187790893537039,0.570467526520995,0.556,0.570467526520995
"Snf2p_284_333",-0.266,0.188,0.316,0.186,5,0.12045426909218,0.411726514198747,0.0150723906008747,0.0430177671655865,0.38645426909218,0.582,0.38645426909218
"Snf5p_131_180",-0.405,0.301,0.694,0.224,4,0.912473209087381,0.263036703363426,1.16773919519513e-16,3.88273282402382e-15,1.31747320908738,1.099,1.31747320908738
"Snf5p_31_80",-0.284,0.15,0.172,0.15,5,0.199893569332259,0.557244066670013,0.00233853357361691,0.00919818398218371,0.483893569332259,0.456,0.483893569332259
"Snf5p_751_800",-0.061,0.315,0.587,0.136,4,0.411497628761485,0.390975087204263,0.00296048324713541,0.011060232355871,0.472497628761485,0.648,0.472497628761485
"Snt1p_1_50",0.009,0.129,0.48,0.157,5,0.484458778108657,0.0978620343033261,0.00278579547060166,0.0105258749315347,0.475458778108657,0.471,0.475458778108657
"Snt1p_1176_1225",-0.056,0.224,0.519,0.253,4,0.307317376586092,0.106262807339279,0.0223061646611761,0.0581709784301259,0.363317376586092,0.575,0.363317376586092
"Snt1p_211_260",-0.398,0.183,-0.006,0.13,5,-0.0808319980408054,0.166672835133566,0.0460588633007046,0.103827607101588,0.317168001959195,0.392,0.317168001959195
"Snt1p_966_1015",-0.255,0.133,0.19,0.115,4,0.168615017949337,0.196651765224478,0.00771348560410355,0.0242151097029779,0.423615017949337,0.445,0.423615017949337
"Snu56p_1_50",-0.013,0.23,0.645,0.123,4,0.439730912238211,0.16032870450279,0.00440658632987604,0.0153423031904061,0.452730912238211,0.658,0.452730912238211
